source,concept,description
TQuAD Dataset,Ahmed Cevdet Paşa nerede medrese tahsiline başlamıştır ?,Fatih Camii
TQuAD Dataset,Ahmed Cevdet Paşa siyasi olayları yakından taki edebilmek için ne öğrendi ?,Fransızca
TQuAD Dataset,Ahmed Cevdet Paşa kaç yılında müderris olarak İstanbul camilerinde ders vermeyi elde etti ?,1845 yılı
TQuAD Dataset,Ahmed Cevdet Paşa 22 yaşında nereye kadı oldu ?,Çanat pâyesi ile Rumeli kaleminde kadı oldu
TQuAD Dataset,50 yıl boyunca okullarda ders kitabı olarak okutulan kitabın ismi nedir?,Kavaid-i Osmaniyye
TQuAD Dataset,Türk dilinin Türkçe yazılmış ilk gramer kitabı kabul edilen eserin ismi nedir?,Kavaid-i Osmaniyye
TQuAD Dataset,Bursa kaplıcalarında yazdığı iki eserin ismleri nelerdir?,"""Kavâid-i Osmâniyye"" (Osmanlıca dil bilgisi) adlı kitabı ve ilk Türk anonim şirketi olan Şirket-i Hayriye’nin kuruluş nizamnamesi"
TQuAD Dataset,Herkesin okur yazar olması için ne yapılması gerektiğini düşünüyordu?,lisanın sadeleştirilmesi ve yazıların Türkçe kaleme alınması 
TQuAD Dataset,Ahmet Cevdet Paşanın sunduğu mazbatayı kabul eden padişah kimdir?,Abdülmecit
TQuAD Dataset,Ahmet Cevdet Paşa kurulmasını desteklediği akademinin yayarlarını kime sunmuştur?,Sultan Abdülmecit’e
TQuAD Dataset,"Ahmet Cevdet Efendi,bilimin ülkeye yayılması için kurulmasını düşündüğü akademinin hangi akademiye benzemesinin gerektiğini düşünüyordu?",Fransız Bilimler Akademisi
TQuAD Dataset,Ahmet Cevdet paşanın yüksek müderrisler sınıfına girmesini sağlayan çalışması ne ile ödüllendirildi?,“Süleymaniye pâyesi”
TQuAD Dataset,Ahmet Cevdet Efendi üç ciltlik çalışmasını nereye giderken hazırlamıştır?,Mısır
TQuAD Dataset,Ahmet Cevdet Efendi’ye verilen görev nedir?,1774-1826 yılları arasındaki bölümü yazmak
TQuAD Dataset,“Kısâs-ı Enbiyâ” adlı eser neyi anlatmaktadır?,peygamberler tarihini 
TQuAD Dataset,Ahmet Cevdet Paşa'nın zamanın politik olaylarını ele aldığı eserinin ismi nedir?,“Tezâkir-i Cevdet”
TQuAD Dataset,Ahmet Cevdet Paşa son cildi 1886’da yayınlanan eseri hangi isimle ün kazandı?," ""Tarih-i Cevdet"""
TQuAD Dataset,Ahmet Cevdet Efendi’ye 1855 yılında verilen görev nedir?,devletin resmi tarihçisi 
TQuAD Dataset,İttihat ve Terakki Cemiyeti’ nde görev alan çocuğunun ismi nedir?,Emine Semiyye
TQuAD Dataset,ilk Türk kadın romancı olarak edebiyat tarihine geçen kişi Ahmet Cevdet Paşanın neyi olmaktadır?,kızı 
TQuAD Dataset,Oğlunun yazdığı kitaplar hangi bilim dalı ile alakalıdır?,mantık 
TQuAD Dataset,Üç çocuğunun isimleri nelerdir?,"Ali Sedad, Fatma Aliye ve Emine Semiye"
TQuAD Dataset,Mukaddime kimin eseridir?,İbn-i Haldun’un
TQuAD Dataset,Ahmet Cevdet Paşa vezirlikten paşalığa hangi yıl geçmiştir ?,1866
TQuAD Dataset,Ahmet Cevdet Paşa 1863 yılında nereye teftişe gönderilmiştir ?,Anadolu kazaskerliği payesi ile Bosna vilayeti
TQuAD Dataset,Ahmet Cevdet Paşa valiliği süresi boyunca hangi gazeteyi yazmıştır ?,Fırat
TQuAD Dataset,Ahmet Cevdet Paşa'nın Halep valisi görevi ne kadar sürmüştür ?, İki yıl
TQuAD Dataset,Ahmet Cevdet Paşa 1866 yılında hangi vilayete vali tayin edilmiştir ?,Halep 
TQuAD Dataset,Ahmet Cevdet Paşa 1868'de nereye başkan olarak tayin edilmiştir ?,Divan-ı Ahkam-ı Adliye
TQuAD Dataset,Ahmet Cevdet Paşa ve aynı fikir de olan kişiler hangi fikri müdafaa ediyordu ?,İslam Hukukunun bir dalı olan Hanefi fıkhının sistematik hale getirilerek kanunlaştırılması fikri
TQuAD Dataset,Maraş'a vali tayin edilen Ahmet Cevdet Paşa kaçıncı kitabını hazırlıyordur ?,sekizinci kitap
TQuAD Dataset,Ahmet Cevdet Paşa mantık derslerinde okutulması için hangi kitabı yazmıştır ?,Mi’yâr-ı Sedad
TQuAD Dataset,Okullarda okutulması için Ahmet Cevdet Paşa hangi Türkçe dil bilgisi kitabı yazmıştır ?,Kavâid-i Türkî
TQuAD Dataset,Cevdet Paşa'nın Maarif Nazırlığı'nda geçirdiği dönemler nedir ?,24 Nisan 1873-5 Nisan 1874 (11 ay 12 gün); 12 Haziran 1875-30 Kasım 1875 (5 ay 19 gün) ve 17 Mayıs 1876-17 Ekim 1876 (5 ay) olmak üzere toplam 22 ay
TQuAD Dataset,Cevdet Paşa Maarif Nazırlığı makamanı kaç defa getirilmiştir ?,bu makama üç defa getirilmiştir
TQuAD Dataset,Ahmet Cevdet Paşa'nın Ceride-i Mehâkim kitabı ne zaman yayınlandı ?,1874
TQuAD Dataset,Ahmet Cevdet Paşa hakimlere yardımcı olması için hangi kitabı yazmıştır ?,Ceride-i Mehâkim
TQuAD Dataset,Ahmet Cevdet Paşa zamanında ilk defa Osmanlı kanunlarının yayımlandığı kitap nedir ?,Düstur
TQuAD Dataset,Ahmet Cevdet Paşa Mecelle'nin on altıncı kitabını ne zaman tamamladı ?,1876
TQuAD Dataset,Bulgar isyanları bastırıp geri dönen Ahmet Cevdet Paşa'ya hangi görev verildi ?,Maarif Nazırlığı
TQuAD Dataset,Ahmet Cevdet Paşa Kozan'da kimin isyanını bastırmıştır ?,Kozanoğlu Ahmet Paşa
TQuAD Dataset,Ahmet Cevdet Paşa'nın Adliye Nazırı sıfatı ile bulunduğu Yıldız Mahkemesi'nin yargısı nedir ?,Abdülaziz’in ölümünden sorumlu görülenler
TQuAD Dataset,1886'da tekrardan Adliye Nazırı olan Ahmet Cevdet Paşa'nın görevi kaç yıl sürmüştür ?,bu görevi dört yıl sürdürdü
TQuAD Dataset,Ahmet Cevdet Paşa'nın naaşı nereye defnedilmiştir ?,Fatih Camii bahçesi
TQuAD Dataset,Ahmet Cevdet Paşa ne zaman vefat etmiştir ?,26 Mayıs 1895
TQuAD Dataset,Ahmet Cevdet Paşa'nın gençliğinde yazdığı şiirleri Divançe-i Cevdet kitabında kimin emriyle toplanmıştır ?,Sultan II. Abdülhamid
TQuAD Dataset,Tezakir-i Cevdet ne anlatır ?,"Devrinin siyasi, içtimai, ahlaki cephesini anlatmıştır"
TQuAD Dataset,Cevdet Paşa'nın en tanınmış eseri nedir ?,Kısas-ı Enbiya ve Tevarih-i Hulefa
TQuAD Dataset,Tarih-i Cevdet ne anlatır ?,Osmanlı Devleti'nin 1774-1825 seneleri arasındaki tarihini anlatır
TQuAD Dataset,Emine Çaykara'nın Muhibbe Darga ile yaptığı söyleşi 2002 yılında hangi adla neşredilmiştir?,"""Arkeolojinin Delikanlısı Muhibbe Darga Kitabı"" adıyla"
TQuAD Dataset,Ayşe Mühibbe Darga'nın mesleği nedir?,arkeolog
TQuAD Dataset,Ayşe Mühibbe Darga hangi ilde doğmuştur?,İstanbul 
TQuAD Dataset,Ayşe Mühibbe Darga hangi tarihte ölmüştür?,6 Mart 2018
TQuAD Dataset,Ayşe Mühibbe Darga hangi tarihte doğmuştur?,13 Haziran 1921
TQuAD Dataset,Muhibbe Darga'nın en popüler eserinin ismi nedir?,"""Eski Anadolu Kadını""dır"
TQuAD Dataset,Muhibbe Darga en popüler eserini hangi kaynakları kullanarak yazmıştır?,Hitit kaynaklarını kullanarak
TQuAD Dataset,Muhibbe Darga hangi konularda dünyanın en önemli uzmanlarındandır?,hiyeroglif ve çivi yazısı konusunda
TQuAD Dataset,Muhibbe Darga ilköğrenimini Kadıköy'deki hangi okulda tamamlamıştır?,Gazi İlkokulu'nda
TQuAD Dataset,Muhibbe Darga çocukluğunu kimin köşkünde geçirmiştir?,II. Abdülhamid'in başmabeyncisi Darugazade Mehmet Emin Bey'in
TQuAD Dataset,Muhibbe Darga'nın annesinin ismi nedir?,Sabiha Darga'dır
TQuAD Dataset,Muhibbe Darga'nın babasının mesleği nedir?,doktor 
TQuAD Dataset,Muhibbe Darga ne asıllı bir soydan gelmektedir?,Kafkas asıllı
TQuAD Dataset,Muhibbe Darga nerede doktora eğitimine başlamıştır?,İstanbul Üniversitesi
TQuAD Dataset,Muhibbe Darga kaç yılında arkeoloji bölümünü bitirmiştir?,1943 yılında
TQuAD Dataset,Muhibbe Darga kimin ekibinde Rhegion Antik kenti ve Anadolu gezilerine katılmıştır?,A. Müfid Mansel'in ekibinde
TQuAD Dataset,Muhibbe Darga 1939 yılında hangi bölüme girmiştir?,arkeoloji bölümüne
TQuAD Dataset,Muhibbe Darga üniversitede hangi dersleri vermiştir?,"Kültepe-Kaneş uygarlığı, Asur Koloni Çağı, Hitit sanatı ve Hitit dili ağırlıklı dersler"
TQuAD Dataset,Muhibbe Darga 1960'ta üniversitedeki hangi görevine dönmüştür?,asistanlık görevine
TQuAD Dataset,Muhibbe Darga nerelerde lise öğretmenliği yapmıştır?,Elazığ ve Muş'ta
TQuAD Dataset,Muhibbe Darga hangi yıllarda Kartepe keşif kazılarında görev almıştır?,1947-1951 yıllarında 
TQuAD Dataset,Muhibbe Darga kaç yılında doktora tezini tamamlamıştır?,1947'de
TQuAD Dataset,Muhibbe Darga 1975 yılında hangi kurumun üyesi olmuştur?,Türk Tarih Kurumu
TQuAD Dataset,Muhibbe Darga kaç yılında profesör olmuştur?,1973'te 
TQuAD Dataset,Muhibbe Darga'nın doçentlik tezinin başlığı nedir?,"Hitit Bayram Ritüali Metinlerinde Huvaşi, Tarnu ve Kutsal Koruluk"
TQuAD Dataset,Muhibbe Darga 1989 yılında Şarhöyük-Dorylaion kazılarının hangi görevini üstlenmiştir?,başkanlığını üstlendi
TQuAD Dataset,"Muhibbe Darga 2009 yılında kimin anılarını ""İstanbul'dan Asya-yı Vusta'ya Seyahat"" adıyla derlemiştir?",dedesi Mehmet Emin Bey'in
TQuAD Dataset,İlk Türk seyyahlarından Mehmet Emin Bey Muhibbe Darga'nın neyidir?,dedesi
TQuAD Dataset,Muhibbe Darga nerede ölmüştür?,İstanbul'da
TQuAD Dataset,Muhibbe Darga 1978-1990 arasında hangi kazıya başkanlık etti?,Şemsiye Tepe (Elazığ) kazısına
TQuAD Dataset,Muhibbe Darga'nın 1965'te bitirdiği doçentlik tezinin başlığı nedir?,"Hitit Bayram Ritüali Metinlerinde Huvaşi, Tarnu ve Kutsal Koruluk"
TQuAD Dataset,Darga'nın Hitit kaynaklarını kullanarak kaleme aldığı en popüler eserinin adı nedir?,Eski Anadolu Kadını
TQuAD Dataset,"Türkiye'nin ilk kadın arkeologlarından biri olan Darga, hangi konularda dünyanın en önemli uzmanları arasında yer alır?",çivi yazısı
TQuAD Dataset,Emine Çaykara'nın Darga ile yaptığı söyleşiden oluşan biyografisi hangi isimle neşredildi?,Arkeolojinin Delikanlısı Muhibbe Darga Kitabı
TQuAD Dataset,"Darga, 1947-1951 yıllarında hangi kazılarda yer aldı?",Bossert başkanlığındaki Karatepe (Adana) keşif kazılarında
TQuAD Dataset,Darga'nın 1947'de tamamladığı doktora tezinin başlığı nedir? ,Muvattaliş Dillerindeki Tanrı Adları Üzerine Araştırmalar
TQuAD Dataset,2010 yılında Darga'nın anıları hangi isimle yayımlandı?,Kazı başkanının karavanası
TQuAD Dataset,"Darga, 2009 yılında dedesi Mehmet Emin Bey'in anılarını hangi isimle derledi?",İstanbul'dan Asya-yı Vusta'ya Seyahat
TQuAD Dataset,Darga'nın ilk Türk seyyahlardan biri olan dedesinin adı nedir?,Mehmet Emin Bey
TQuAD Dataset,İbn eş-Şâtir'ın Şamda hangi vazifeye atandı?," Buradaki görevi esnasında ay ve gezegenlerin hareketleri üzerine hassas ölçümler yapmış, Batlamyus'un dünya merkezli sistemini incelemiş, Kopernik'in güneş merkezli sisteminin temellerini atmıştır."
TQuAD Dataset,Ibni eş-Şatır tahsil yapmak için nerelere gitti?,10 yaşında astronomi tahsili yapmak için Kahire ve İskenderiye'ye gitti. 
TQuAD Dataset,İbn eş-Şâtir kimdir?,"İbn eş-Şâtir (1306, Dımaşk - 1375, Dımaşk), 14 .yüzyılda yaşamış Arap gökbilimci"
TQuAD Dataset,İbn_eş-Şatir'ın en önemli eseri nedir?,Zîcü İbni’ş-Şâtır (ez-Zîcü’l-cedîd)
TQuAD Dataset,Ali bin Rıdvan nerede doğmuştur?,Gize'de
TQuAD Dataset,Tümevarım teorisi üzerine çalışmalar yapan bilim insanı kimdir?,Ali bin Rıdvan
TQuAD Dataset,Ali bin Rıdvan 1006 yılında ne ile tanınmıştır? ,Süpernova gözlemleriyle
TQuAD Dataset,Gerardo Cremonesse tarafından tercüme edilen tefsir hangi eser üzerine yapılmıştır?,Ars Parva
TQuAD Dataset,Asıl adı nedir?,Künyesi Ebū Muhammed Ali bin Ahmed bin Saîd ibn Hazm
TQuAD Dataset,İbn Hazm kimdir?,"Endülüslü-Arap felsefeci, tarihçi ve ilahiyatçı."
TQuAD Dataset,İbn_Hazm'ın Zahiri mezhebiyle ilişkisi nedir?,Davûd el-Isbehânî tarafından kurulduğu kabul edilen Zahiri mezhebi'nin ikinci imamıdır.
TQuAD Dataset,ibn tağrıberdi nereye defnedildi,Eşref İnal türbesi yakınındaki kendi türbesine defnedildi
TQuAD Dataset,ibn tağrıberdi nerede hayatını kaybetmiştir,Kahire’de 
TQuAD Dataset,ibn tağrıberdi kaç yılında hayatını kaybetmiştir,1470’te
TQuAD Dataset,ibn tağrıberdi'nin hayatını kaybetmesinin nedeni nedir,kulunç hastalığı
TQuAD Dataset,İbn Tağrıberdi'nin asıl ismi nedir,Yûsuf bin Tagrîberdî bin Abdullah ez-Zâhirî
TQuAD Dataset,ibn tağrıberdi'nin babasının ism nedir, Emîr Seyfeddin Tağrıberdî
TQuAD Dataset,ibn tağrıberdi nerede doğmuştur,Kahire’de 
TQuAD Dataset,ibn tağrıberdi döneminde hangi tarihçilerden ders almıştır,Makrîzî ve El-Aynî
TQuAD Dataset,ibn tağrıberdi aldığı dersler arasından hangisini daha çok sevmiştir,tarihi 
TQuAD Dataset,ibn tağrıberdi dini ilimlerin yanında hangi ilimlerle ilgilendi,"Dinî ilimlerin yanı sıra tasavvuf, astronomi, tıp, matematik ve musikiyle ilgilendi"
TQuAD Dataset,ibn tağrıberdi babasını ne zaman kaybetmiştir,1412’de
TQuAD Dataset,ibn tağrıberdi ne tür saray etkinliklerine katılmıştır,"sarayda düzenlenen çeşitli etkinliklere, av partilerine, bilim adamı ve sanatçıların toplantılarına"
TQuAD Dataset,ibn tağrıberdi nil nehri tarihçisi ünvanını neden almıştır,eserde fetihten itibaren her yılın olaylarının sonunda Nil sularının kabarma ve çekilme durumunu verdiği için
TQuAD Dataset,İbni Rüşt'ün en sevdiği filozof kimdir?, İbn Rüşd'e göre biricik filozof Aristo'ydu.
TQuAD Dataset,İbni Rüşt'ün uzmanlık alanlarıları nedir?," Endülüslü-Arap felsefeci, hekim, fıkıhçı, matematikçi ve tıpçı."
TQuAD Dataset,İbni Rüşt hangi yıllarda yaşamıştır?,d. 14 Nisan 1126 - ö. 10 Aralık 1198)
TQuAD Dataset,Aristo 1950'den önce Avrupa'da neden unutuldu?, Avrupa'da Aristo'nun eserlerinin birkaç tercümesinden başkası yoktu ve bunlar da din adamlarınca rağbet görüp incelenmiyordu. 
TQuAD Dataset,Batı'da Aristonun değerinin keşfedilmesinde İbni Rüşt'ün rolü nedir?," Batı'da Aristo'nun mirasının yeniden keşfedilmesi, İbn Rüşd'ün eserlerinin 12. yüzyıl başlarında Latinceye tercümesiyle başlamıştır."
TQuAD Dataset,İbni Rüşt'ü meşhur skolastik filozoflar tarafından nasıl çağırıyorlardı?,"""Şârih"" (Yorumcu) ve Aristo'ya da ""Filozof"" "
TQuAD Dataset,İbni rüşt'ün düşüncelerinin batı dünyasındaki etkinliği nedir?,"Brabantlı Siger, Thomas Aquinas ve Dacialı Boetius gibi Paris Üniversitesi öğretim görevlileri tarafından özümsenmişti. "
TQuAD Dataset,İbn-i Rüşd'ün eserlerinin nasıl bir etkisi vardır?,Eserlerinin İbranice tercümeleri de İbrani Felsefesi üzerinde kalıcı bir etki bırakmıştır.
TQuAD Dataset,İbn-i Rüşd'ün Aristo üzerine çalışmaları ne kadardır?,İbn-i Rüşd'ün Aristo üzerine çalışmaları otuz yıllık bir dönemi kapsar 
TQuAD Dataset,İbni rüşte Orta Çağ'ın Avrupalı skolastiklerinin kendisine gösterdikleri saygı nasıldı?,"Dante, İbn Rüşd'ü İlahi Komedya'da diğer büyük pagan filozoflarla beraber ""iltifatın üne borçlu olunduğu"" Limbo'da göstermiştir."
TQuAD Dataset,İbni Rüşt Aristo'nun eserlerine yaptığı şerhler nelerdir? ,William de Lune tarafından Averrois
TQuAD Dataset,Victor Hugo Dame'ın Kamburu adlı eserinde İbni Rüşte nasıl yer verir?," Notre Dame'ın Kamburu adlı eserinde, bilimle hukukun kaynaklarına değinildiği bir bölümde, İbn Rüşd referans verilir."
TQuAD Dataset,İbni_Rüşt avrupada hangi isimle anılır? ,Avrupa'da bilinen adıyla Avveroes ismiyle anılır.
TQuAD Dataset,Başka hangi eserlerde İbni Rüşt anılır?,Jorge Luis Borges'un La Busca de Averroes (Averroes'in Arayışı) eserinde 
TQuAD Dataset,İbni Rüşt genellikle kimin üzerine şerh yazmıştır?,Aristo'nun Organon külliyatı 
TQuAD Dataset,İbni rüşt'ün eserleri hangi alandadır? ,"din, hukuk, tıp ve felsefe"
TQuAD Dataset,İbni Rüştün yazdığı İsaguci küliyatının benzer örnekleri var mı?,İbn Sina'nın Şifa Külliyatı'na yazdığı el-Medhal isimli çalışma
TQuAD Dataset,İbni Rüşt altı kitaplık yazdığı külliyat nedir?,Îsâġūcî
TQuAD Dataset,Telħîśu medħali furfuryus eserini ingilizceye tercüme eden kimdir?,Herbert A. Davidson
TQuAD Dataset,Telħîśu medħali furfuryus adlı eserr kim tarafından yayınlanmıştır?,Jacob Mantino tarafından yayımlanmıştır
TQuAD Dataset,Telħîśu medħali furfuryus eserini kim tercüme etmiştir?,Super libri introductionum Porphyrii
TQuAD Dataset,İbni Rüştün bu orta şerhi kaç defa latinceye çevrilmiştir?,orta şerh üç defa Latinceye tercüme edilmiştir
TQuAD Dataset,Katogriler kiabını kim tekrardan yayınlamıştır?,Gérard Jéhami
TQuAD Dataset,II. Telħîśu Kitâbi’l-Maķūlât/Katıguryas hangi dilde yazılmıştır, İbrânî harfleriyle yazılmış
TQuAD Dataset,I. Kitâbu'l-İbâre'nin nasıl yayınlanmıştır?," bu şerhin Latincesi mevcut olup ""Epithome in Libros Perihermenias"" başlığı altında yayımlanmıştır"
TQuAD Dataset,I. Kitâbu'l-İbâre kim tarafından tercüme edilmiştir?,Balmesli Abraham tarafından
TQuAD Dataset,II. Telhîsu Kitâbi'l-İbâre/Bari Ermenias adlı eserin başka çevirisi var mıdır?,Eserin ayrıca William de Lune’nun yaptığı bir başka çevirisi daha vardır.
TQuAD Dataset,Kenan Tevfik Erim'in mesleği nedir?,Türk arkeoloğudur
TQuAD Dataset,Kenan Erim ilk kazı çalışmalarını nerede sürdürmüştür?,Sicilya'da Morgantina sitinde
TQuAD Dataset,Kenan Erim ilk mesleki deneyimini hangi arkeoloğun asistanlığını yaparak yaşamıştır?,ünlü arkeolog Profesör Karl Erik Sjoquist
TQuAD Dataset,Kenan Erim yüksek lisans ve doktorasını hangi üniversitede tamamlamıştır? ,Princeton Üniversitesi'nde
TQuAD Dataset,Kenan Erim lisans eğitimini hangi üniversitede tamamlamıştır?,New York Üniversitesi'nde
TQuAD Dataset,Kenan Erim New York Üniversitesi'nin hangi bölümünden mezun olmuştur?,Klasik Arkeoloji
TQuAD Dataset,Kenan Erim'in eğitimini New York'ta devam ettirmesinin sebebi nedir?,babası Tevfik Erim'in Türkiye'nin Birleşmiş Milletler Daimi Temsilciliği'nde göreve başlaması
TQuAD Dataset,Kenan Erim'in eğitimine nerede başlamıştır?,İsviçre'de
TQuAD Dataset,Kenan Erim hangi derneklerin kurulmasında büyük katkıda bulunmuştur?,Aphrodisias Sevenler Derneklerini
TQuAD Dataset,Kenan Erim mesleki hayatında hangi görevlerde bulunmuştur?,New York Üniversitesi'nde Klasik Çağ Profesörlüğü ve Afrodisias kazılarının başkanlığı
TQuAD Dataset,Kenan Erim Afrodisias'ta ki kazı çalışmalarını ne zaman başlatmıştır?,1961'de
TQuAD Dataset,Kenan Erim'in mezarı nerededir?,Aphrodias Antik kentinde
TQuAD Dataset,İbn-i Yunus'un yaptığı rasadlar sonucunda hazırladığı eserin adı nedir ?, Zic
TQuAD Dataset,İbn-i Yunus'un şöhreti hangi sebeple bu denli yayılmıştır ?,İbn-i Yunus 978 yılında Kahire'de yaptığı astronomi gözlemler neticesinde ay ve güneş tutulmalarını en ince hesaplarla tespit etmesiyle şöhreti yayıldı. 
TQuAD Dataset,İbn-i Yunus hangi tarihte vefat etmiştir ?,1008 veya 1009 yılında
TQuAD Dataset,İbn-i Yunus Avrupa'da hangi isimle tanınır ?,Aben Jenis
TQuAD Dataset,İbn-i Yunus'un tam ismi nedir ?,Ali bin Abdurrahman bin Ahmed bin Yunus Sadefî
TQuAD Dataset,Galip Sağıroğlu'nun TÜBİTAK'ta yaptığı görev nedir?,bilim kurulu üyesi
TQuAD Dataset,Galip Sağıroğlu'na hizmet ödülleri hangi enstitü tarafından verilmiştir?,Etibank ve Maden Tetkik ve Araştırma
TQuAD Dataset,Galip Sağıroğlu yüksek lisans ve doktora derslerini nereden almıştır?,Cenevre Üniversitesi'nde
TQuAD Dataset,Kurucu Meclis Bakanlar Kurulu Üyeliğini hangi tarihler arasında yapmıştır?,6 Ocak 1961 - 25 Ekim 1961
TQuAD Dataset,"İngilizce, Almanca, Fransızca'nın dışında az da olsa hangi dili biliyordu?",İtalyanca 
TQuAD Dataset,Sobee hangi yıl şirket vasfını kaybetmiştir ?,2013
TQuAD Dataset,Sobee'yi 2009 yılında hangi kurum satın almıştır ?,Türk Telekom
TQuAD Dataset,Sobee adını kaç yılında almıştır ?,2004
TQuAD Dataset,Sobee şirketinin kurucusu kimdir ?,Mevlüt Dinç 
TQuAD Dataset,Sobee hangi yıl kurulmuştur ?,2000
TQuAD Dataset,Sobee hangi kurumun bünyesindedir ?,TTnet
TQuAD Dataset,Sobee şirketinin 2004 yılında ki oyunlarının türleri nelerdir ?,bilardo
TQuAD Dataset,Dünyanın ilk çevrim içi 11 e 11 futbol oyununun adı nedir ?,I Can Football
TQuAD Dataset,Sobee tarafından 2016 yılında yayınlanan çevrim içi rol yapma oyununun adı nedir ?,Kader Mühürleri
TQuAD Dataset,Sobee 2013 yılında Tübitak tarafından desteklenen hangi proje için çalıştı ?,Fatih Projesi için Etkileşim Destekli 3D Harika Kitap Editörü
TQuAD Dataset,Sobee firmasının son oyununun adı nedir ?,Süpercan 2
TQuAD Dataset,Sobee İstanbul Kıyamet Vakti oyununu hangi yıl çıkarmıştır ?,2006
TQuAD Dataset,Sobee tarafından çıkarılmış olan ilk Türk rol yapma oyunu nedir ?,İstanbul Kıyamet Vakti
TQuAD Dataset,Türkiye Cumhuriyeti hangi Kanun'la İstanbul Darülfünunu'nun tüzel kişiliğini tanıdı? , 21 Nisan 1924 tarihli ve 493 sayılı
TQuAD Dataset,Darülfünûn-ı Şahane ne zaman açılmıştır?,31 Ağustos 1900'de
TQuAD Dataset,İstanbul Üniversitesi doğrudan devamı olduğu kabul edilen kurumun adı nedir?,Darülfünûn-ı Şahane
TQuAD Dataset,Darülfünûn-ı Şahane kimin emriyle açılmıştır?,II. Abdülhamid
TQuAD Dataset,İstanbul Üniversitesi ana yerleşkesi hangi ilçede bulumaktadır?,Fatih
TQuAD Dataset,İstanbul Üniversitesi'nin kuruluşunu neden 30 Mayıs 1453'e dayandırabiliriz?,okulun bazı birimleri temelleri İstanbul'un fethinin ertesi günü 30 Mayıs 1453'te Fatih Sultan Mehmet'in emriyle kurulan Sahn-ı Seman medreselerine kadar dayandığından
TQuAD Dataset,İstanbul Üniveristesinin Darulfünun ile olan ilişkisi nedir?, doğrudan devamıdır
TQuAD Dataset,Sahn-ı Seman medreseleri kimin emriyle kurulmuştur?, Fatih Sultan Mehmet'in
TQuAD Dataset,Osmanlı İmparatorluğu'ndaki ilk Avrupa tarzı üniversite olarak kabul edilen okulun adı nedir?, Darülfünun
TQuAD Dataset,İstanbul Üniversitesi ne zaman öğrenim hayatına başlamıştır?,18 Kasım 1933'te 
TQuAD Dataset,İstanbul Üniveristesi kaç yılından beri dünyanın en iyi 500 üniversitesi arasında yer almaktadır?,2006
TQuAD Dataset,Üniversite nerenin en iyi 100 üniversitesi arasındadır?,Asya Pasifik bölgesinin
TQuAD Dataset,Yükseköğretim kimler tarafından verilmektedir?,öğretim üyesi ve öğretim elemanı
TQuAD Dataset,Üniversitede yaklaşık kaç öğrenci öğrenim görmektedir?,73.000
TQuAD Dataset,"Richard Honig, bugün Beyazıt Yerleşkesi'ndeki merkez binanın bulunduğu yerde Roma üniversiteleriyle eşdeğer nitelikte ne eğitimi verildiğinden bahseder?","tıp, hukuk, felsefe ve edebiyat"
TQuAD Dataset,Alman tarihçi Richard Honig İstanbul'da eğitimin başlangıcını hangi tarihe dayandırmaktadır?,1 Mart 1321
TQuAD Dataset,Üniversite'nin logosunda kuruluş yılı olarak ne yazmaktadır?,1453
TQuAD Dataset,Cemil Birsel'e göre üniversitenin kuruluş yılı kaçtır?, 1470
TQuAD Dataset,Sahn-ı Seman Medreseleri nerede açılmıştır?,Fatih Camii çevresinde
TQuAD Dataset,Sahn-ı Seman ne anlama gelmektedir?,sekiz avlulu
TQuAD Dataset,Darülfünun'a bağlı İlahiyat Fakültesi neyin bir sonucu olarak Yüksek İslam Enstitüsüne dönüştürülmüştür?, 1933 Üniversite Reformu
TQuAD Dataset,Yüksek İslam Enstitüsü neden kapatıldı?,20 öğrencisi kaldığından
TQuAD Dataset,Darülfünun Talebe Birliği genel kurulu Cumhuriyet'in ilanı üzerine bir kutlama mesajı gönderilmesi teklifine ne gerekçeyle karşı çıkmıştır?,üniversitenin siyasi akımların dışında kalması kanaatiyle
TQuAD Dataset,Yönetim ile üniversite ilk olarak kaç yılında anlaşmazlık yaşamıştır?,1923
TQuAD Dataset,Atatürk Türk tarih ve dil tezlerini hangi yıldan itibaren benimsemiştir?,1930
TQuAD Dataset,Atatürk Darülfünun ziyareti sırasında hangi sözcüklerin kökeni hakkında profesörleri sınamıştır?,"Ankara, Ege, Aka, Eti, ata, arkeos, amiral, kaptan"
TQuAD Dataset, İstanbul Üniversitesi ne zaman eğitime başladı?,18 Kasım 1933'te
TQuAD Dataset,Darülfünun'un yerine kurulacak yeni üniversite kime bağlı olacaktı?,Maarif Vekâletine
TQuAD Dataset,1933 Temmuzunda çıkarılan 2252 sayılı yasa ne üzerine çıkarılmıştır?, Profesör Malche'nin yazdığı olumsuz rapor
TQuAD Dataset, Darülfünun'un üzerine bir rapor yazması istenilen kişi kimdir?, İsviçreli eğitimci Albert Malche 
TQuAD Dataset,Üniversitenin Beyazıt Meydanı'na açılan anıtsal giriş kapısının iki tarafında yer alan eklektik saat kulelerini kim yapmıştır?,Mustafa Şem'i Pek
TQuAD Dataset,İstanbul Üniversitesi'nin simgesi olan yılanlı amblem nereden ilham alınarak tasarlanmıştır?,1243 tarihli Selçuklu Şifa Yurdu motiflerinden
TQuAD Dataset,İstanbul Üniversitesi'nin simgesi olan yılanlı amblemi kim tasarlamştır?,Prof. Süheyl Ünver
